,heroId1,heroId2,synergy_with,winrate_with,synergy_against,winrate_against
41,67,37,0.078,0.56,-1.362,0.5
42,67,5,0.039,0.55,-0.343,0.52
43,67,85,-0.035,0.56,-6.247,0.45
44,67,28,-0.095,0.55,-3.206,0.49
45,67,16,-0.104,0.53,-0.237,0.54
46,67,8,-0.17,0.55,-0.129,0.52
47,67,51,-0.188,0.55,0.889,0.53
48,67,14,-0.2,0.53,0.86,0.55
49,67,100,-0.24,0.52,-1.119,0.54
50,67,126,-0.262,0.53,-0.077,0.54
51,67,11,-0.262,0.53,-1.077,0.53
52,67,64,-0.3,0.54,-2.018,0.51
53,67,114,-0.305,0.51,-0.073,0.56
54,67,62,-0.361,0.53,-0.975,0.53
55,67,69,-0.421,0.5,-0.975,0.56
56,67,31,-0.436,0.54,1.122,0.54
57,67,86,-0.602,0.5,-0.791,0.56
58,67,17,-0.73,0.51,0.36,0.56
59,67,111,-0.809,0.52,-0.539,0.54
60,67,25,-0.822,0.5,1.434,0.58
61,67,129,-0.848,0.52,0.501,0.55
62,67,74,-0.882,0.53,-1.444,0.52
63,67,41,-0.898,0.53,1.572,0.55
64,67,26,-0.909,0.51,2.543,0.58
65,67,29,-0.916,0.55,-0.368,0.51
66,67,71,-0.944,0.53,0.62,0.54
67,67,19,-0.958,0.49,-0.448,0.57
68,67,84,-0.995,0.56,-0.267,0.5
69,67,121,-1.015,0.49,1.61,0.59
70,67,13,-1.027,0.5,0.643,0.57
71,67,2,-1.221,0.53,1.902,0.55
72,67,120,-1.403,0.5,-1.974,0.54
73,67,108,-1.449,0.59,-2.742,0.44
74,67,99,-1.604,0.51,-0.748,0.54
75,67,97,-1.742,0.51,0.393,0.55
76,67,128,-1.769,0.5,-1.6,0.54
77,67,20,-2.637,0.53,0.347,0.52
0,68,19,3.354,0.51,-1.089,0.54
1,68,107,3.33,0.54,-1.003,0.51
2,68,29,2.396,0.56,-0.008,0.49
3,68,104,2.313,0.54,0.035,0.51
4,68,85,2.277,0.56,1.112,0.5
5,68,2,2.091,0.54,1.262,0.52
6,68,126,2.051,0.53,-0.717,0.51
7,68,120,1.909,0.51,0.386,0.54
8,68,7,1.86,0.52,-0.543,0.52
9,68,46,1.823,0.51,-2.526,0.51
10,68,73,1.654,0.54,2.708,0.53
11,68,22,1.458,0.57,-0.031,0.47
12,68,98,1.456,0.5,-0.172,0.54
13,68,106,1.379,0.48,-2.134,0.54
14,68,71,1.368,0.53,-2.021,0.49
15,68,84,1.317,0.56,1.093,0.49
16,68,4,1.306,0.55,2.083,0.51
17,68,42,1.298,0.55,0.092,0.49
18,68,16,1.208,0.52,3.122,0.55
19,68,70,1.182,0.51,-0.872,0.52
20,68,23,1.093,0.49,0.178,0.55
21,68,100,1.072,0.51,-0.76,0.52
22,68,67,1.055,0.56,-1.641,0.46
23,68,64,1.013,0.53,0.342,0.51
24,68,60,0.974,0.55,1.422,0.5
25,68,40,0.92,0.52,1.416,0.53
26,68,12,0.851,0.49,-1.575,0.53
27,68,34,0.817,0.48,-1.56,0.54
28,68,95,0.816,0.53,2.542,0.53
29,68,99,0.709,0.51,1.611,0.54
30,68,27,0.648,0.53,-0.286,0.5
31,68,54,0.62,0.51,0.701,0.53
32,68,110,0.587,0.52,0.756,0.52
33,68,17,0.582,0.5,-0.28,0.53
34,68,63,0.578,0.51,-1.256,0.51
35,68,25,0.49,0.49,-0.207,0.54
36,68,44,0.464,0.51,-1.139,0.51
37,68,45,0.433,0.51,-0.108,0.52
38,68,41,0.414,0.52,0.932,0.52
39,68,5,0.352,0.53,0.016,0.5
40,68,13,0.286,0.49,0.002,0.54
41,68,93,0.26,0.5,3.049,0.56
42,68,8,0.142,0.53,0.23,0.5
43,68,51,0.124,0.53,-1.752,0.48
44,68,14,0.113,0.51,-0.781,0.51
45,68,81,0.11,0.53,0.263,0.5
46,68,56,0.078,0.59,-0.582,0.43
47,68,96,0.027,0.51,-1.694,0.5
48,68,62,-0.049,0.51,-1.616,0.5
49,68,105,-0.055,0.51,-2.61,0.49
50,68,9,-0.1,0.53,0.477,0.5
51,68,10,-0.203,0.5,5.521,0.58
52,68,113,-0.203,0.55,-1.377,0.46
53,68,109,-0.276,0.5,0.595,0.53
54,68,32,-0.277,0.52,-1.363,0.49
55,68,39,-0.286,0.48,-0.435,0.54
56,68,86,-0.29,0.48,0.569,0.55
57,68,83,-0.296,0.53,0.677,0.5
58,68,101,-0.377,0.51,-1.281,0.5
59,68,21,-0.489,0.52,-0.146,0.5
60,68,129,-0.536,0.5,-1.14,0.51
61,68,1,-0.537,0.52,-4.097,0.46
62,68,74,-0.569,0.51,-0.085,0.51
63,68,87,-0.603,0.5,-0.071,0.52
64,68,28,-0.783,0.52,0.153,0.5
65,68,6,-0.878,0.52,0.251,0.5
66,68,11,-0.95,0.5,-0.717,0.51
67,68,35,-1.006,0.47,0.279,0.55
68,68,94,-1.132,0.51,1.489,0.52
69,68,36,-1.18,0.52,4.558,0.54
70,68,50,-1.269,0.5,1.609,0.53
71,68,18,-1.301,0.52,0.682,0.5
72,68,97,-1.43,0.49,-1.247,0.51
73,68,48,-1.471,0.51,-1.165,0.49
74,68,53,-1.486,0.44,0.708,0.58
75,68,47,-1.49,0.49,0.814,0.53
76,68,114,-1.993,0.47,1.286,0.55
77,68,31,-2.124,0.5,-1.519,0.49
78,68,108,-2.137,0.56,2.617,0.47
79,68,49,-2.155,0.49,-1.507,0.5
80,68,128,-2.457,0.47,0.759,0.54
81,68,26,-2.597,0.47,-0.098,0.53
82,68,30,-2.941,0.48,1.274,0.53
83,68,75,-2.946,0.49,0.3,0.51
84,68,69,-4.109,0.44,-1.616,0.53
0,69,119,3.007,0.5,-2.523,0.44
1,69,51,2.648,0.51,0.864,0.46
2,69,64,2.536,0.5,-0.042,0.46
3,69,95,2.34,0.5,0.158,0.46
4,69,113,2.32,0.53,-1.761,0.41
5,69,20,2.199,0.51,0.322,0.45
6,69,110,2.11,0.49,0.372,0.47
7,69,128,2.067,0.47,0.375,0.49
8,69,53,2.038,0.43,-1.676,0.51
9,69,88,2.007,0.49,0.477,0.47
10,69,41,1.938,0.49,0.548,0.47
11,69,106,1.902,0.44,-0.518,0.51
12,69,71,1.892,0.49,-0.405,0.46
13,69,19,1.878,0.45,1.527,0.52
14,69,40,1.443,0.48,-0.968,0.46
15,69,7,1.384,0.47,-0.927,0.47
16,69,12,1.375,0.45,-1.959,0.48
17,69,86,1.234,0.45,1.185,0.51
18,69,18,1.223,0.5,0.298,0.45
19,69,97,1.094,0.47,2.369,0.5
20,69,25,1.014,0.45,-0.591,0.49
21,69,45,0.957,0.47,0.508,0.48
22,69,74,0.954,0.48,-1.469,0.45
23,69,37,0.914,0.5,1.613,0.46
24,69,121,0.821,0.44,-0.414,0.5
25,69,85,0.801,0.5,-0.272,0.44
26,69,6,0.645,0.49,-2.133,0.43
27,69,56,0.601,0.55,-0.966,0.38
28,69,100,0.596,0.46,0.856,0.49
29,69,35,0.518,0.44,0.895,0.51
30,69,62,0.475,0.47,-2.0,0.45
31,69,9,0.424,0.49,0.093,0.45
32,69,31,0.4,0.48,0.097,0.46
33,69,109,0.248,0.46,2.211,0.5
34,69,39,0.238,0.44,1.181,0.51
35,69,83,0.228,0.49,2.293,0.47
36,69,73,0.177,0.48,-1.676,0.44
37,69,17,0.106,0.45,1.336,0.5
38,69,111,0.027,0.46,-1.563,0.46
39,69,44,-0.013,0.46,-0.523,0.47
40,69,1,-0.014,0.48,0.519,0.46
41,69,22,-0.019,0.51,1.585,0.44
42,69,87,-0.079,0.46,-0.455,0.47
43,69,5,-0.125,0.48,-2.368,0.43
44,69,13,-0.191,0.44,0.618,0.5
45,69,93,-0.216,0.45,2.665,0.51
46,69,28,-0.259,0.48,-0.231,0.45
47,69,70,-0.294,0.45,1.744,0.5
48,69,8,-0.334,0.48,1.846,0.47
49,69,30,-0.417,0.46,-0.11,0.47
50,69,67,-0.421,0.5,1.975,0.45
51,69,75,-0.423,0.47,-0.084,0.46
52,69,11,-0.426,0.46,-1.101,0.46
53,69,126,-0.426,0.46,0.899,0.48
54,69,105,-0.531,0.46,1.006,0.48
55,69,94,-0.608,0.47,0.105,0.46
56,69,101,-0.854,0.46,0.335,0.47
57,69,54,-0.856,0.45,1.317,0.49
58,69,63,-0.898,0.45,-1.64,0.46
59,69,48,-0.947,0.47,-2.549,0.43
60,69,21,-0.965,0.47,-0.53,0.45
61,69,47,-0.966,0.45,-0.57,0.47
62,69,26,-1.073,0.44,0.518,0.49
63,69,84,-1.16,0.49,1.709,0.45
64,69,104,-1.163,0.46,-1.349,0.45
65,69,14,-1.364,0.45,-0.165,0.47
66,69,23,-1.384,0.42,-0.206,0.5
67,69,114,-1.469,0.43,-2.098,0.47
68,69,112,-1.656,0.43,1.092,0.5
69,69,34,-1.66,0.41,2.056,0.53
70,69,10,-1.679,0.44,0.137,0.48
71,69,50,-1.745,0.45,1.225,0.48
72,69,32,-1.753,0.46,0.253,0.46
73,69,27,-1.829,0.46,-0.67,0.45
74,69,42,-2.179,0.47,-0.292,0.44
75,69,76,-2.321,0.41,1.73,0.52
76,69,46,-2.654,0.42,1.09,0.5
77,69,36,-3.656,0.45,1.174,0.46
78,69,68,-4.109,0.44,2.616,0.48
0,70,42,5.112,0.56,-1.036,0.45
1,70,10,3.612,0.51,3.393,0.53
2,70,73,3.468,0.53,1.58,0.49
3,70,29,3.21,0.54,1.864,0.48
4,70,67,2.87,0.55,-1.768,0.43
5,70,63,2.393,0.5,-1.384,0.48
6,70,87,2.212,0.5,-1.199,0.48
7,70,71,2.183,0.51,-0.149,0.48
8,70,100,1.887,0.49,1.113,0.51
9,70,75,1.868,0.51,1.172,0.49
10,70,64,1.827,0.51,0.214,0.48
11,70,60,1.788,0.53,3.294,0.49
12,70,105,1.76,0.5,0.262,0.49
13,70,120,1.724,0.48,-1.742,0.49
14,70,31,1.69,0.51,-0.646,0.47
15,70,108,1.678,0.57,4.489,0.46
16,70,49,1.659,0.5,0.365,0.49
17,70,39,1.529,0.47,-1.563,0.5
18,70,27,1.462,0.51,0.586,0.48
19,70,101,1.437,0.5,-0.409,0.48
20,70,110,1.401,0.5,0.628,0.49
21,70,53,1.329,0.44,2.58,0.57
22,70,21,1.326,0.51,-4.274,0.43
23,70,111,1.318,0.49,-2.307,0.47
24,70,119,1.298,0.5,0.733,0.49
25,70,129,1.279,0.49,-1.267,0.48
26,70,98,1.271,0.47,3.7,0.55
27,70,74,1.245,0.5,0.787,0.49
28,70,37,1.205,0.52,0.869,0.47
29,70,106,1.193,0.45,-0.262,0.53
30,70,68,1.182,0.51,0.872,0.48
31,70,19,1.169,0.46,1.783,0.54
32,70,121,1.112,0.46,1.842,0.54
33,70,13,1.1,0.47,0.874,0.52
34,70,16,1.023,0.49,1.994,0.51
35,70,76,0.97,0.46,-3.014,0.49
36,70,51,0.939,0.51,1.12,0.48
37,70,23,0.907,0.46,4.051,0.56
38,70,11,0.865,0.49,1.155,0.5
39,70,96,0.842,0.49,3.179,0.52
40,70,35,0.809,0.46,0.151,0.52
41,70,9,0.715,0.51,-0.651,0.46
42,70,69,0.706,0.46,-1.744,0.5
43,70,94,0.683,0.5,1.361,0.49
44,70,7,0.675,0.48,0.329,0.5
45,70,36,0.635,0.51,0.431,0.47
46,70,34,0.631,0.45,-0.688,0.52
47,70,50,0.546,0.49,1.481,0.5
48,70,54,0.435,0.48,1.573,0.51
49,70,17,0.397,0.47,-0.408,0.5
50,70,47,0.325,0.48,-1.314,0.48
51,70,25,0.305,0.46,-1.335,0.5
52,70,1,0.277,0.5,2.775,0.5
53,70,22,0.272,0.53,-0.159,0.44
54,70,41,0.229,0.49,0.804,0.49
55,70,26,0.218,0.47,-1.226,0.49
56,70,5,0.166,0.5,0.888,0.48
57,70,84,0.131,0.52,-1.035,0.44
58,70,4,0.121,0.51,1.955,0.48
59,70,85,0.092,0.51,-1.016,0.45
60,70,93,0.075,0.47,-0.079,0.5
61,70,2,-0.094,0.49,3.134,0.51
62,70,56,-0.108,0.56,1.29,0.42
63,70,114,-0.178,0.46,1.159,0.52
64,70,40,-0.266,0.48,-3.712,0.45
65,70,46,-0.363,0.46,-2.654,0.48
66,70,86,-0.475,0.45,0.441,0.52
67,70,97,-0.615,0.47,1.625,0.51
68,70,128,-0.642,0.46,-0.369,0.5
69,70,44,-0.722,0.47,-1.267,0.48
70,70,28,-0.968,0.49,-1.974,0.45
71,70,6,-1.064,0.49,-0.877,0.46
72,70,14,-1.073,0.47,4.091,0.53
73,70,30,-1.126,0.47,2.146,0.51
74,70,126,-1.135,0.47,3.155,0.52
75,70,62,-1.234,0.47,1.256,0.5
76,70,113,-1.389,0.51,1.495,0.46
77,70,99,-1.477,0.46,-0.517,0.49
78,70,83,-1.481,0.49,1.549,0.48
79,70,18,-1.486,0.49,1.554,0.48
80,70,104,-1.872,0.47,1.907,0.5
81,70,8,-2.043,0.48,3.102,0.5
82,70,45,-2.752,0.45,-0.235,0.49
83,70,20,-3.51,0.47,-0.421,0.46
0,71,31,3.876,0.55,-1.498,0.48
1,71,37,3.391,0.56,-1.982,0.46
2,71,120,2.91,0.51,0.407,0.53
3,71,36,2.821,0.55,-3.421,0.45
4,71,110,2.587,0.53,-0.223,0.5
5,71,22,2.458,0.57,-2.01,0.44
6,71,4,2.307,0.55,1.104,0.49
7,71,85,2.278,0.55,-1.867,0.46
8,71,70,2.183,0.51,0.149,0.52
9,71,64,2.013,0.53,-0.637,0.49
10,71,114,2.007,0.5,-0.693,0.52
11,71,108,1.863,0.59,-3.362,0.4
12,71,95,1.817,0.53,0.563,0.5
13,71,113,1.797,0.56,1.644,0.48
14,71,32,1.723,0.53,-0.342,0.49
15,71,99,1.709,0.51,0.632,0.52
16,71,18,1.7,0.54,-0.297,0.48
17,71,73,1.654,0.53,0.729,0.5
18,71,48,1.529,0.53,0.856,0.5
19,71,98,1.457,0.49,-0.151,0.53
20,71,29,1.396,0.54,0.012,0.48
21,71,68,1.368,0.53,3.021,0.52
22,71,8,1.142,0.53,1.251,0.5
23,71,30,1.059,0.51,0.295,0.51
24,71,75,1.054,0.52,2.321,0.52
25,71,126,1.051,0.51,2.304,0.53
26,71,96,1.028,0.51,0.327,0.51
27,71,60,0.974,0.54,1.443,0.49
28,71,105,0.946,0.51,0.411,0.51
29,71,69,0.892,0.48,0.405,0.54
30,71,94,0.869,0.52,-1.49,0.48
31,71,49,0.845,0.51,-0.486,0.5
32,71,34,0.817,0.47,1.46,0.56
33,71,50,0.732,0.51,0.629,0.51
34,71,109,0.725,0.5,0.616,0.52
35,71,86,0.711,0.48,1.589,0.55
36,71,20,0.676,0.53,1.727,0.5
37,71,54,0.621,0.5,1.722,0.53
38,71,97,0.57,0.5,-1.226,0.5
39,71,53,0.514,0.45,0.729,0.57
40,71,21,0.511,0.52,0.875,0.5
41,71,47,0.51,0.5,-0.165,0.51
42,71,129,0.465,0.5,-0.119,0.51
43,71,44,0.464,0.5,0.882,0.52
44,71,45,0.433,0.5,-0.087,0.51
45,71,106,0.379,0.46,-2.113,0.53
46,71,5,0.352,0.52,0.037,0.49
47,71,84,0.317,0.54,-0.886,0.46
48,71,121,0.298,0.47,-1.009,0.53
49,71,42,0.298,0.53,1.113,0.49
50,71,13,0.286,0.48,1.023,0.54
51,71,93,0.26,0.49,0.069,0.52
52,71,28,0.218,0.52,1.174,0.5
53,71,16,0.208,0.5,-0.857,0.5
54,71,6,0.122,0.52,0.272,0.49
55,71,59,0.118,0.49,-1.785,0.5
56,71,2,0.091,0.51,0.283,0.5
57,71,35,-0.006,0.47,1.3,0.55
58,71,40,-0.08,0.5,-0.563,0.5
59,71,10,-0.203,0.49,-0.458,0.51
60,71,39,-0.286,0.47,0.586,0.54
61,71,101,-0.377,0.5,0.74,0.51
62,71,63,-0.421,0.49,-0.235,0.51
63,71,128,-0.456,0.48,-0.22,0.52
64,71,119,-0.516,0.5,-2.118,0.48
65,71,1,-0.537,0.51,1.924,0.51
66,71,74,-0.569,0.5,-0.064,0.5
67,71,41,-0.585,0.5,-0.047,0.5
68,71,26,-0.596,0.48,0.923,0.53
69,71,104,-0.686,0.5,1.056,0.51
70,71,23,-0.907,0.46,0.199,0.54
71,71,56,-0.922,0.57,3.439,0.46
72,71,67,-0.944,0.53,-0.62,0.46
73,71,11,-0.949,0.49,-0.696,0.5
74,71,7,-1.14,0.48,0.478,0.52
75,71,12,-1.149,0.46,-1.554,0.52
76,71,46,-1.177,0.47,0.495,0.53
77,71,83,-1.296,0.51,-0.302,0.48
78,71,27,-1.352,0.5,1.735,0.51
79,71,25,-1.509,0.46,0.814,0.54
80,71,87,-1.602,0.48,-1.05,0.5
81,71,19,-1.645,0.45,-0.068,0.54
82,71,51,-1.875,0.5,-0.731,0.48
83,71,14,-1.887,0.48,1.24,0.52
84,71,62,-2.048,0.48,1.405,0.52
85,71,111,-2.496,0.47,-1.158,0.5
86,71,9,-3.099,0.49,1.497,0.5
87,71,17,-3.417,0.45,0.74,0.53
88,71,81,-3.889,0.48,0.284,0.49
0,72,48,4.375,0.51,0.8,0.45
1,72,50,3.577,0.49,-1.426,0.44
2,72,67,2.901,0.52,-0.675,0.41
3,72,70,2.028,0.46,0.093,0.47
4,72,6,1.968,0.49,0.216,0.44
5,72,126,1.896,0.47,-0.752,0.45
6,72,111,1.349,0.46,-2.214,0.44
7,72,129,1.31,0.46,0.826,0.47
8,72,42,1.144,0.49,-2.943,0.4
9,72,93,1.106,0.45,1.014,0.48
10,72,8,0.988,0.48,-2.805,0.41
11,72,51,0.97,0.48,-0.787,0.43
12,72,14,0.958,0.46,-0.815,0.45
13,72,56,0.924,0.54,-1.617,0.36
14,72,75,0.899,0.47,0.265,0.45
15,72,11,0.896,0.46,-1.752,0.44
16,72,96,0.873,0.46,-3.728,0.42
17,72,62,0.797,0.46,-2.651,0.43
18,72,69,0.737,0.43,1.349,0.5
19,72,94,0.714,0.47,-0.546,0.44
20,72,36,0.666,0.48,2.524,0.46
21,72,10,0.643,0.45,0.486,0.47
22,72,73,0.499,0.47,0.673,0.45
23,72,27,0.493,0.47,1.679,0.46
24,72,101,0.469,0.46,-0.316,0.45
25,72,17,0.428,0.44,0.685,0.48
26,72,53,0.36,0.4,1.673,0.53
27,72,47,0.356,0.45,-1.221,0.45
28,72,25,0.336,0.43,0.758,0.49
29,72,45,0.279,0.45,-0.142,0.46
30,72,41,0.26,0.46,-1.103,0.44
31,72,71,0.214,0.46,1.944,0.47
32,72,104,0.159,0.46,-1.0,0.44
33,72,13,0.131,0.43,4.967,0.53
34,72,16,0.054,0.45,-0.913,0.45
35,72,2,-0.063,0.46,1.227,0.46
36,72,100,-0.082,0.44,-1.794,0.45
37,72,30,-0.095,0.45,0.239,0.46
38,72,114,-0.147,0.43,2.252,0.5
39,72,35,-0.16,0.42,-1.756,0.47
40,72,49,-0.309,0.45,0.458,0.46
41,72,95,-0.338,0.46,1.507,0.46
42,72,86,-0.444,0.42,-0.466,0.48
43,72,99,-0.446,0.44,-0.424,0.46
44,72,18,-0.455,0.47,0.647,0.44
45,72,20,-0.479,0.47,-3.328,0.4
46,72,128,-0.611,0.43,-1.276,0.46
47,72,44,-0.69,0.44,-0.174,0.46
48,72,74,-0.723,0.45,0.88,0.46
49,72,26,-0.751,0.43,-0.133,0.47
50,72,106,-0.776,0.4,-0.169,0.5
51,72,68,-0.787,0.46,-3.035,0.41
52,72,19,-0.8,0.41,-0.124,0.49
53,72,5,-0.803,0.46,0.981,0.45
54,72,121,-0.857,0.41,-1.065,0.48
55,72,85,-0.877,0.47,4.077,0.47
56,72,28,-0.937,0.46,3.119,0.47
57,72,81,-1.044,0.46,0.228,0.44
58,72,23,-1.061,0.41,1.144,0.5
59,72,64,-1.141,0.45,-0.693,0.44
60,72,105,-1.209,0.44,-1.645,0.44
61,72,40,-1.235,0.44,-1.619,0.44
62,72,120,-1.245,0.42,-0.649,0.47
63,72,7,-1.294,0.43,1.422,0.48
64,72,32,-1.431,0.45,0.602,0.45
65,72,39,-1.44,0.41,0.53,0.49
66,72,54,-1.534,0.43,0.666,0.47
67,72,110,-1.568,0.44,-0.279,0.45
68,72,97,-1.584,0.43,-0.282,0.46
69,72,21,-1.643,0.45,-0.181,0.44
70,72,119,-1.67,0.44,-0.174,0.45
71,72,1,-1.692,0.45,-0.132,0.44
72,72,98,-1.698,0.41,-1.207,0.47
73,72,29,-1.758,0.46,-3.043,0.4
74,72,84,-1.837,0.47,-0.942,0.41
75,72,4,-1.848,0.46,1.048,0.44
76,72,60,-2.18,0.46,1.387,0.44
77,72,9,-2.254,0.45,-1.558,0.42
78,72,31,-2.278,0.44,-1.553,0.43
79,72,108,-2.291,0.5,-4.418,0.34
80,72,34,-2.337,0.39,-1.595,0.48
81,72,22,-2.696,0.47,-3.066,0.38
82,72,87,-2.757,0.42,-0.106,0.46
83,72,37,-2.764,0.45,-3.038,0.4
84,72,112,-3.333,0.4,0.442,0.48
85,72,83,-3.45,0.44,1.642,0.45
86,72,63,-4.576,0.4,1.709,0.48
87,72,59,-6.037,0.38,2.159,0.49
0,73,70,3.468,0.53,-1.58,0.51
1,73,63,2.865,0.53,-0.964,0.51
2,73,4,2.593,0.56,-0.625,0.48
3,73,121,2.583,0.5,-1.738,0.53
4,73,100,2.358,0.52,-1.468,0.51
5,73,32,2.009,0.54,0.929,0.51
6,73,86,1.996,0.5,0.86,0.55
7,73,87,1.683,0.52,-0.779,0.51
8,73,71,1.654,0.53,-0.729,0.5
9,73,68,1.654,0.54,-2.708,0.47
10,73,85,1.564,0.55,-0.596,0.48
11,73,93,1.546,0.51,-2.66,0.5
12,73,8,1.428,0.54,-0.478,0.49
13,73,51,1.41,0.54,1.54,0.51
14,73,2,1.377,0.53,0.554,0.51
15,73,96,1.313,0.52,2.598,0.54
16,73,64,1.299,0.53,-0.366,0.5
17,73,60,1.26,0.55,0.714,0.49
18,73,40,1.206,0.52,-2.292,0.49
19,73,69,1.177,0.49,0.676,0.55
20,73,49,1.131,0.52,-1.215,0.5
21,73,27,0.934,0.53,1.006,0.51
22,73,101,0.909,0.52,0.011,0.51
23,73,110,0.873,0.52,1.048,0.52
24,73,128,0.829,0.5,3.051,0.56
25,73,129,0.75,0.51,3.152,0.55
26,73,98,0.742,0.49,-2.88,0.51
27,73,41,0.701,0.52,0.224,0.51
28,73,26,0.689,0.5,-0.806,0.52
29,73,19,0.641,0.48,1.203,0.56
30,73,84,0.603,0.55,0.385,0.48
31,73,104,0.599,0.52,0.327,0.51
32,73,28,0.503,0.53,-0.555,0.49
33,73,16,0.494,0.51,0.414,0.52
34,73,14,0.399,0.51,-0.489,0.51
35,73,30,0.345,0.51,-0.434,0.51
36,73,67,0.341,0.55,2.651,0.5
37,73,120,0.196,0.49,-1.322,0.52
38,73,9,0.187,0.53,-0.231,0.49
39,73,31,0.162,0.52,-1.227,0.49
40,73,108,0.149,0.58,2.909,0.47
41,73,7,0.146,0.5,0.749,0.53
42,73,39,0.0,0.48,-0.143,0.54
43,73,83,-0.01,0.53,-1.031,0.48
44,73,18,-0.015,0.53,-0.026,0.49
45,73,54,-0.094,0.5,-2.007,0.5
46,73,97,-0.144,0.5,0.045,0.52
47,73,21,-0.203,0.52,-1.854,0.48
48,73,47,-0.204,0.5,-1.894,0.5
49,73,111,-0.211,0.5,2.113,0.54
50,73,25,-0.223,0.48,-1.915,0.52
51,73,119,-0.23,0.51,0.153,0.51
52,73,44,-0.25,0.5,-1.847,0.5
53,73,45,-0.281,0.5,0.184,0.52
54,73,74,-0.283,0.51,1.207,0.52
55,73,29,-0.318,0.53,0.284,0.49
56,73,5,-0.362,0.52,-0.692,0.49
57,73,42,-0.416,0.53,2.384,0.51
58,73,114,-0.707,0.48,-3.422,0.5
59,73,62,-0.763,0.5,-4.324,0.47
60,73,50,-0.983,0.5,-2.099,0.49
61,73,99,-1.005,0.49,0.903,0.53
62,73,20,-1.039,0.52,-0.002,0.49
63,73,48,-1.185,0.51,1.127,0.51
64,73,1,-1.251,0.51,2.195,0.52
65,73,37,-1.324,0.52,1.289,0.5
66,73,106,-1.335,0.45,2.158,0.58
67,73,81,-1.604,0.51,0.555,0.5
68,73,56,-1.636,0.57,1.71,0.45
69,73,75,-1.66,0.5,1.592,0.52
70,73,36,-1.894,0.51,-1.15,0.48
71,73,95,-1.898,0.5,-3.166,0.47
72,73,17,-2.132,0.47,-0.988,0.52
73,73,23,-2.621,0.45,0.47,0.55
74,73,105,-2.768,0.48,0.682,0.52
75,73,12,-2.863,0.45,1.717,0.56
76,73,10,-2.917,0.47,-2.187,0.5
77,73,53,-3.2,0.42,2.0,0.59
78,73,6,-3.592,0.49,-0.457,0.49
79,73,126,-3.663,0.47,2.575,0.54
80,73,35,-3.72,0.44,-0.429,0.54
81,73,22,-4.256,0.51,1.261,0.48
82,73,11,-6.663,0.44,-2.425,0.49
0,74,41,2.478,0.53,0.017,0.5
1,74,29,2.459,0.55,0.076,0.48
2,74,85,2.341,0.55,-0.803,0.47
3,74,100,2.135,0.51,-0.675,0.51
4,74,83,1.767,0.54,0.762,0.49
5,74,25,1.554,0.49,-0.122,0.53
6,74,98,1.519,0.49,1.913,0.55
7,74,107,1.393,0.51,0.082,0.51
8,74,84,1.38,0.55,0.177,0.47
9,74,14,1.176,0.51,0.304,0.51
10,74,69,0.954,0.48,1.469,0.55
11,74,12,0.914,0.48,-1.49,0.52
12,74,39,0.777,0.48,0.65,0.54
13,74,99,0.772,0.5,-0.304,0.51
14,74,54,0.683,0.5,-0.214,0.51
15,74,110,0.65,0.51,-0.159,0.5
16,74,63,0.642,0.5,-2.171,0.49
17,74,128,0.607,0.49,-0.156,0.52
18,74,119,0.547,0.51,-0.054,0.5
19,74,44,0.527,0.5,-3.054,0.48
20,74,129,0.527,0.5,-0.055,0.51
21,74,45,0.496,0.5,-0.023,0.51
22,74,104,0.376,0.51,-0.88,0.49
23,74,4,0.37,0.53,-0.832,0.47
24,74,42,0.361,0.53,1.176,0.49
25,74,93,0.323,0.49,1.133,0.53
26,74,28,0.28,0.52,-0.762,0.48
27,74,16,0.271,0.5,-0.793,0.5
28,74,70,0.245,0.49,0.213,0.52
29,74,8,0.205,0.52,0.315,0.49
30,74,81,0.173,0.52,0.347,0.49
31,74,23,0.156,0.47,1.263,0.55
32,74,2,0.154,0.51,0.347,0.5
33,74,126,0.114,0.5,-2.633,0.48
34,74,96,0.09,0.5,1.391,0.52
35,74,64,0.076,0.51,0.427,0.5
36,74,60,0.037,0.53,0.507,0.48
37,74,105,0.009,0.5,0.475,0.51
38,74,40,-0.017,0.5,0.501,0.51
39,74,31,-0.061,0.51,0.566,0.5
40,74,108,-0.074,0.57,1.702,0.45
41,74,7,-0.077,0.49,0.542,0.52
42,74,49,-0.092,0.5,-1.422,0.49
43,74,36,-0.117,0.52,1.643,0.5
44,74,95,-0.121,0.51,2.627,0.52
45,74,50,-0.206,0.5,-1.307,0.49
46,74,109,-0.213,0.49,-1.32,0.5
47,74,86,-0.227,0.47,0.653,0.54
48,74,20,-0.262,0.52,-0.209,0.48
49,74,27,-0.289,0.51,-0.201,0.49
50,74,101,-0.314,0.5,-0.196,0.5
51,74,53,-0.423,0.44,-1.207,0.55
52,74,21,-0.426,0.51,-1.061,0.48
53,74,47,-0.427,0.49,1.899,0.53
54,74,111,-0.434,0.49,-0.094,0.51
55,74,1,-0.474,0.51,0.988,0.5
56,74,26,-0.533,0.48,-0.013,0.52
57,74,87,-0.54,0.49,0.014,0.51
58,74,71,-0.569,0.5,0.064,0.5
59,74,68,-0.569,0.51,1.085,0.5
60,74,19,-0.582,0.46,-1.004,0.53
61,74,5,-0.585,0.51,0.101,0.49
62,74,121,-0.64,0.46,1.055,0.55
