,heroId1,heroId2,synergy_with,winrate_with,synergy_against,winrate_against
0,1,105,4.041,0.55,2.487,0.54
1,1,47,2.605,0.53,-0.089,0.52
2,1,31,1.971,0.54,1.578,0.52
3,1,25,1.586,0.5,-2.11,0.52
4,1,119,1.579,0.53,0.958,0.52
5,1,45,1.528,0.52,4.989,0.57
6,1,29,1.491,0.55,1.089,0.5
7,1,37,1.485,0.55,0.094,0.49
8,1,42,1.393,0.55,3.189,0.52
9,1,121,1.392,0.49,0.067,0.55
10,1,51,1.219,0.54,2.345,0.52
11,1,30,1.154,0.52,-0.629,0.51
12,1,64,1.108,0.53,-0.561,0.5
13,1,114,1.102,0.5,-2.617,0.51
14,1,35,1.089,0.49,2.376,0.57
15,1,40,1.015,0.52,-0.487,0.51
16,1,120,1.005,0.5,-0.517,0.53
17,1,7,0.955,0.51,-1.446,0.51
18,1,49,0.94,0.52,-0.41,0.51
19,1,34,0.912,0.48,5.537,0.61
20,1,101,0.718,0.52,2.816,0.54
21,1,110,0.682,0.52,-0.147,0.51
22,1,128,0.638,0.5,-0.144,0.53
23,1,21,0.606,0.53,0.951,0.51
24,1,22,0.553,0.56,6.066,0.53
25,1,98,0.551,0.49,1.925,0.56
26,1,26,0.498,0.5,-0.001,0.53
27,1,5,0.447,0.53,-0.887,0.49
28,1,85,0.373,0.54,2.209,0.51
29,1,16,0.303,0.51,1.219,0.53
30,1,59,0.213,0.5,-2.709,0.5
31,1,81,0.205,0.53,-0.64,0.49
32,1,100,0.167,0.5,-0.663,0.52
33,1,96,0.122,0.51,0.403,0.52
34,1,62,0.046,0.51,-1.519,0.5
35,1,94,-0.037,0.52,7.586,0.58
36,1,108,-0.042,0.58,0.714,0.45
37,1,10,-0.108,0.5,2.618,0.55
38,1,50,-0.174,0.51,-1.294,0.5
39,1,39,-0.191,0.48,0.662,0.55
40,1,99,-0.196,0.5,3.708,0.56
41,1,83,-0.201,0.53,-0.226,0.49
42,1,63,-0.326,0.5,-0.159,0.52
43,1,111,-0.402,0.5,0.918,0.53
44,1,129,-0.441,0.5,0.957,0.53
45,1,74,-0.474,0.51,-0.988,0.5
46,1,41,-0.49,0.51,0.029,0.51
47,1,106,-0.526,0.46,-2.037,0.54
48,1,68,-0.537,0.52,4.097,0.54
49,1,71,-0.537,0.51,-1.924,0.49
50,1,19,-0.55,0.47,-0.992,0.54
51,1,84,-0.588,0.54,2.19,0.5
52,1,104,-0.592,0.51,-4.868,0.46
53,1,4,-0.598,0.53,-0.82,0.48
54,1,13,-0.619,0.48,-0.901,0.53
55,1,14,-0.792,0.5,2.316,0.54
56,1,23,-0.812,0.47,-1.725,0.53
57,1,2,-0.814,0.51,-1.641,0.49
58,1,75,-0.851,0.51,-0.603,0.5
59,1,126,-0.854,0.5,1.38,0.53
60,1,11,-0.854,0.5,-1.62,0.5
61,1,60,-0.931,0.53,-1.481,0.47
62,1,9,-1.004,0.52,-0.426,0.49
63,1,69,-1.014,0.47,-0.519,0.54
64,1,36,-1.085,0.52,2.655,0.52
65,1,86,-1.195,0.47,0.666,0.55
66,1,18,-1.206,0.52,-0.221,0.49
67,1,27,-1.257,0.51,-1.189,0.49
68,1,17,-1.323,0.48,2.817,0.56
69,1,97,-1.335,0.49,-3.15,0.49
70,1,44,-1.441,0.49,-5.042,0.47
71,1,87,-1.508,0.49,-0.974,0.51
72,1,28,-1.688,0.51,-5.75,0.44
73,1,6,-1.783,0.51,-1.652,0.48
74,1,56,-1.827,0.57,-2.485,0.41
75,1,46,-2.082,0.47,-5.429,0.48
76,1,53,-2.391,0.43,-1.195,0.56
77,1,20,-4.23,0.49,-1.197,0.48
78,1,8,-4.763,0.48,2.327,0.52
0,2,75,1.777,0.53,-0.962,0.49
1,2,94,1.592,0.53,-0.773,0.49
2,2,46,1.546,0.5,1.212,0.54
3,2,109,1.448,0.51,1.333,0.53
4,2,83,1.427,0.54,-2.585,0.46
5,2,73,1.377,0.53,-0.554,0.49
6,2,54,1.344,0.51,-1.561,0.5
7,2,68,1.091,0.53,-0.262,0.49
8,2,107,1.054,0.51,-2.265,0.49
9,2,84,1.04,0.55,0.831,0.48
10,2,85,1.001,0.54,-2.15,0.46
11,2,93,0.983,0.5,0.787,0.53
12,2,8,0.865,0.53,0.968,0.5
13,2,14,0.836,0.51,-0.043,0.51
14,2,56,0.801,0.59,0.156,0.43
15,2,11,0.774,0.51,0.021,0.51
16,2,114,0.73,0.49,-0.975,0.52
17,2,35,0.717,0.48,1.017,0.55
18,2,62,0.674,0.51,-0.878,0.5
19,2,105,0.669,0.51,0.128,0.51
20,2,9,0.624,0.53,1.215,0.5
21,2,10,0.52,0.5,1.259,0.53
22,2,50,0.454,0.51,1.347,0.52
23,2,32,0.446,0.52,-1.625,0.48
24,2,18,0.423,0.53,-0.58,0.48
25,2,20,0.399,0.53,0.445,0.49
26,2,101,0.346,0.51,-0.543,0.5
27,2,63,0.302,0.5,0.482,0.52
28,2,128,0.267,0.49,-1.503,0.51
29,2,53,0.237,0.45,0.446,0.57
30,2,21,0.234,0.52,1.592,0.51
31,2,47,0.233,0.5,-1.448,0.5
32,2,111,0.227,0.5,-1.441,0.5
33,2,25,0.214,0.48,0.531,0.54
34,2,119,0.207,0.51,1.599,0.52
35,2,44,0.187,0.5,1.599,0.53
36,2,22,0.181,0.55,-1.293,0.45
37,2,45,0.156,0.5,-1.369,0.5
38,2,74,0.154,0.51,-0.347,0.5
39,2,37,0.114,0.53,-1.265,0.47
40,2,71,0.091,0.51,-0.283,0.5
41,2,121,0.02,0.47,-1.292,0.53
42,2,70,-0.094,0.49,-2.134,0.5
43,2,6,-0.155,0.52,-0.011,0.49
44,2,23,-0.184,0.47,-2.083,0.52
45,2,100,-0.205,0.49,-1.021,0.51
46,2,30,-0.218,0.5,-0.988,0.5
47,2,67,-0.221,0.54,-1.902,0.45
48,2,126,-0.226,0.5,2.021,0.53
49,2,64,-0.264,0.51,-1.92,0.48
50,2,12,-0.426,0.47,3.163,0.57
51,2,95,-0.46,0.51,1.28,0.51
52,2,113,-0.48,0.54,-0.639,0.46
53,2,39,-0.563,0.47,0.303,0.54
54,2,86,-0.566,0.47,1.307,0.55
55,2,27,-0.629,0.51,0.452,0.5
56,2,110,-0.69,0.5,-2.506,0.48
57,2,97,-0.707,0.49,-0.509,0.51
58,2,48,-0.748,0.51,-0.427,0.49
59,2,1,-0.814,0.51,2.641,0.52
60,2,41,-0.862,0.5,1.67,0.52
61,2,26,-0.873,0.48,0.64,0.53
62,2,87,-0.879,0.49,-1.333,0.5
63,2,106,-0.898,0.45,-1.396,0.54
64,2,19,-0.922,0.46,-0.351,0.54
65,2,5,-0.925,0.51,-0.246,0.49
66,2,13,-0.991,0.47,-0.26,0.53
67,2,51,-1.152,0.51,-1.014,0.48
68,2,40,-1.357,0.49,-3.846,0.47
69,2,31,-1.401,0.5,-0.78,0.49
70,2,7,-1.417,0.48,0.195,0.52
71,2,36,-1.456,0.51,-1.703,0.47
72,2,34,-1.46,0.45,0.178,0.55
73,2,17,-1.694,0.47,1.458,0.54
74,2,42,-1.979,0.51,-2.17,0.46
75,2,104,-2.963,0.48,-0.227,0.5
0,3,97,4.878,0.55,2.067,0.54
1,3,108,4.171,0.62,0.931,0.45
2,3,46,4.131,0.53,1.789,0.55
3,3,13,3.594,0.52,4.316,0.58
4,3,60,3.282,0.57,2.737,0.51
5,3,94,3.176,0.55,1.803,0.52
6,3,10,3.105,0.53,3.835,0.56
7,3,32,3.031,0.55,0.952,0.51
8,3,18,3.007,0.56,-0.004,0.49
9,3,129,2.772,0.53,0.175,0.52
10,3,107,2.638,0.53,2.312,0.54
11,3,51,2.432,0.55,0.563,0.5
12,3,126,2.359,0.53,-1.403,0.5
13,3,64,2.321,0.54,2.656,0.53
14,3,114,2.315,0.51,0.601,0.54
15,3,113,2.105,0.57,0.938,0.48
16,3,86,2.018,0.5,-0.117,0.54
17,3,73,1.962,0.54,-0.978,0.49
18,3,54,1.928,0.52,3.016,0.55
19,3,110,1.895,0.53,0.07,0.51
20,3,128,1.851,0.51,1.074,0.54
21,3,85,1.586,0.55,-3.573,0.45
22,3,81,1.418,0.54,-6.423,0.43
23,3,23,1.401,0.49,1.493,0.56
24,3,96,1.335,0.52,0.621,0.52
25,3,120,1.218,0.5,0.7,0.54
26,3,9,1.209,0.54,-0.209,0.49
27,3,7,1.168,0.51,0.771,0.53
28,3,12,1.159,0.49,-2.261,0.52
29,3,109,1.032,0.51,-1.09,0.51
30,3,63,0.887,0.51,-6.942,0.45
31,3,25,0.798,0.49,1.107,0.55
32,3,44,0.772,0.51,1.175,0.53
33,3,1,0.771,0.53,-1.783,0.48
34,3,22,0.766,0.56,1.284,0.48
35,3,45,0.741,0.51,0.207,0.52
36,3,74,0.739,0.52,2.23,0.53
37,3,87,0.705,0.51,2.243,0.54
38,3,29,0.704,0.54,1.306,0.5
39,3,104,0.621,0.52,-0.651,0.5
40,3,93,0.568,0.5,-1.637,0.51
41,3,6,0.43,0.53,-0.435,0.49
42,3,2,0.399,0.52,0.576,0.51
43,3,100,0.38,0.5,-1.445,0.51
44,3,67,0.363,0.55,0.674,0.48
45,3,34,0.125,0.47,-0.246,0.55
46,3,39,0.022,0.48,-0.121,0.54
47,3,99,0.017,0.5,1.926,0.54
48,3,83,0.012,0.53,1.992,0.51
49,3,27,-0.044,0.52,2.029,0.52
50,3,101,-0.069,0.51,1.034,0.52
51,3,17,-0.11,0.49,1.034,0.54
52,3,48,-0.163,0.52,-0.85,0.49
53,3,21,-0.181,0.52,2.168,0.52
54,3,47,-0.182,0.5,-2.872,0.49
55,3,98,-0.236,0.48,2.142,0.56
56,3,106,-0.313,0.46,1.181,0.57
57,3,19,-0.337,0.47,1.226,0.56
58,3,16,-0.484,0.5,-0.564,0.51
59,3,8,-0.55,0.52,5.544,0.55
60,3,14,-0.579,0.5,-2.466,0.49
61,3,56,-0.614,0.58,1.733,0.45
62,3,30,-0.633,0.5,0.588,0.52
63,3,11,-0.641,0.5,2.597,0.54
64,3,105,-0.746,0.5,2.704,0.54
65,3,69,-0.801,0.47,3.698,0.58
66,3,31,-0.816,0.51,0.796,0.51
67,3,49,-0.847,0.5,1.807,0.53
68,3,95,-0.876,0.51,-1.144,0.49
69,3,53,-1.178,0.44,-1.978,0.55
70,3,41,-1.277,0.5,3.246,0.54
71,3,26,-1.289,0.48,0.217,0.53
72,3,71,-1.324,0.5,-2.707,0.48
73,3,5,-1.34,0.51,0.331,0.5
74,3,84,-1.375,0.53,1.407,0.49
75,3,42,-1.394,0.52,-1.594,0.47
76,3,28,-1.475,0.51,0.468,0.5
77,3,70,-1.51,0.48,-1.558,0.51
78,3,75,-1.638,0.5,-1.386,0.49
79,3,35,-1.698,0.46,-2.406,0.52
80,3,62,-1.741,0.49,0.699,0.52
81,3,40,-1.772,0.49,0.731,0.52
82,3,36,-1.872,0.51,-2.127,0.47
83,3,4,-2.385,0.51,-1.603,0.47
84,3,121,-5.395,0.42,0.284,0.55
0,4,67,3.994,0.6,-0.723,0.48
1,4,111,3.442,0.55,0.738,0.54
2,4,64,2.952,0.56,0.259,0.52
3,4,108,2.802,0.62,0.534,0.46
4,4,73,2.593,0.56,0.625,0.52
5,4,63,2.517,0.54,0.661,0.54
6,4,106,2.318,0.5,-1.216,0.56
7,4,71,2.307,0.55,-1.104,0.51
8,4,19,2.293,0.51,-1.171,0.55
9,4,42,2.237,0.57,-0.991,0.49
10,4,56,2.017,0.62,4.336,0.49
11,4,75,1.993,0.55,2.217,0.54
12,4,114,1.946,0.52,1.204,0.56
13,4,113,1.736,0.58,-0.459,0.48
14,4,110,1.526,0.54,1.673,0.54
15,4,17,1.521,0.52,-1.363,0.53
16,4,97,1.509,0.53,-0.33,0.53
17,4,48,1.468,0.55,-3.247,0.48
18,4,129,1.403,0.53,1.778,0.55
19,4,22,1.397,0.58,-3.113,0.45
20,4,68,1.306,0.55,-2.083,0.49
21,4,5,1.291,0.55,-0.066,0.51
22,4,84,1.256,0.57,-0.99,0.48
23,4,121,1.236,0.5,0.887,0.57
24,4,81,1.049,0.55,0.18,0.51
25,4,126,0.989,0.53,0.2,0.53
26,4,105,0.884,0.53,-0.693,0.52
27,4,40,0.859,0.53,-2.666,0.5
28,4,9,0.839,0.55,1.394,0.52
29,4,94,0.807,0.54,-2.594,0.49
30,4,7,0.799,0.52,1.374,0.55
31,4,12,0.79,0.5,-0.658,0.55
32,4,95,0.755,0.54,0.459,0.52
33,4,10,0.736,0.52,-0.562,0.53
34,4,50,0.67,0.53,-0.474,0.52
35,4,109,0.663,0.52,1.513,0.55
36,4,32,0.662,0.54,0.555,0.52
37,4,86,0.649,0.5,-0.514,0.55
38,4,18,0.638,0.55,-0.401,0.5
39,4,128,0.482,0.51,0.677,0.55
40,4,21,0.45,0.54,1.771,0.53
41,4,119,0.423,0.53,1.778,0.54
42,4,44,0.403,0.52,1.778,0.55
43,4,74,0.37,0.53,0.832,0.53
44,4,41,0.353,0.53,-0.151,0.52
45,4,29,0.335,0.55,1.909,0.52
46,4,37,0.329,0.55,-1.085,0.49
47,4,93,0.199,0.51,2.966,0.57
48,4,16,0.147,0.52,2.039,0.55
49,4,70,0.121,0.51,-0.955,0.53
50,4,8,0.081,0.54,-2.853,0.48
51,4,14,0.052,0.52,-0.863,0.52
52,4,30,-0.002,0.52,-0.809,0.52
53,4,35,-0.067,0.49,-0.803,0.55
54,4,46,-0.238,0.5,1.392,0.56
55,4,99,-0.353,0.51,1.529,0.55
56,4,83,-0.357,0.54,-2.405,0.48
57,4,54,-0.441,0.51,-5.381,0.48
58,4,53,-0.547,0.46,-0.375,0.58
59,4,1,-0.598,0.53,0.82,0.52
60,4,45,-0.628,0.51,0.81,0.54
61,4,26,-0.658,0.5,-0.18,0.54
62,4,87,-0.664,0.51,0.846,0.54
63,4,13,-0.775,0.49,-2.081,0.53
64,4,85,-0.784,0.54,0.03,0.5
65,4,6,-0.939,0.53,2.168,0.53
66,4,11,-1.011,0.51,1.2,0.54
67,4,49,-1.216,0.51,-0.59,0.52
68,4,36,-1.241,0.53,-0.524,0.5
69,4,34,-1.244,0.47,1.357,0.58
70,4,39,-1.347,0.48,0.482,0.56
71,4,27,-1.413,0.52,0.632,0.52
72,4,101,-1.438,0.51,0.637,0.53
73,4,47,-1.551,0.5,-1.269,0.52
74,4,25,-1.571,0.48,1.71,0.57
75,4,104,-1.748,0.51,-0.048,0.52
76,4,51,-1.937,0.52,-1.835,0.49
77,4,23,-1.968,0.47,1.096,0.57
78,4,2,-1.97,0.51,0.179,0.52
79,4,100,-1.989,0.49,0.158,0.54
80,4,62,-2.11,0.5,2.301,0.55
81,4,31,-2.185,0.51,0.399,0.52
82,4,20,-2.386,0.52,2.624,0.53
83,4,28,-2.844,0.51,1.071,0.52
0,5,32,2.707,0.55,-1.379,0.49
1,5,81,2.094,0.55,2.246,0.52
2,5,49,1.829,0.53,0.476,0.52
3,5,46,1.807,0.51,0.458,0.54
4,5,109,1.708,0.52,-0.421,0.52
5,5,101,1.607,0.53,0.703,0.52
6,5,21,1.495,0.54,0.838,0.51
7,5,104,1.297,0.53,1.019,0.52
8,5,4,1.291,0.55,0.066,0.49
9,5,93,1.244,0.51,1.032,0.54
10,5,8,1.126,0.54,-0.786,0.49
11,5,56,1.062,0.6,0.402,0.44
12,5,100,1.056,0.51,0.224,0.53
13,5,96,1.011,0.52,0.29,0.52
14,5,31,0.86,0.53,0.465,0.51
15,5,108,0.847,0.59,0.601,0.45
16,5,7,0.844,0.51,0.44,0.53
17,5,12,0.835,0.49,4.409,0.59
18,5,10,0.781,0.51,0.505,0.53
19,5,99,0.693,0.51,0.595,0.53
20,5,63,0.563,0.51,1.728,0.54
21,5,97,0.554,0.51,-0.264,0.52
22,5,48,0.513,0.53,0.819,0.51
23,5,47,0.494,0.51,0.798,0.53
24,5,44,0.448,0.51,0.845,0.53
25,5,129,0.448,0.51,-1.156,0.51
26,5,1,0.447,0.53,1.887,0.52
27,5,22,0.442,0.56,-0.047,0.47
28,5,45,0.417,0.51,-1.124,0.51
29,5,41,0.399,0.52,-0.085,0.51
30,5,29,0.38,0.54,-0.025,0.49
31,5,71,0.352,0.52,-0.037,0.51
32,5,84,0.301,0.55,0.076,0.48
33,5,42,0.282,0.54,1.075,0.5
34,5,13,0.27,0.49,-0.014,0.54
35,5,70,0.166,0.5,-0.888,0.52
36,5,51,0.108,0.53,0.232,0.5
37,5,6,0.106,0.53,-0.765,0.49
38,5,14,0.097,0.51,-0.797,0.51
39,5,30,0.043,0.51,-0.742,0.51
40,5,67,0.039,0.55,0.343,0.48
41,5,75,0.038,0.52,0.284,0.51
42,5,126,0.035,0.51,-0.734,0.51
43,5,11,0.035,0.51,-1.734,0.5
44,5,35,-0.022,0.48,0.263,0.55
45,5,60,-0.042,0.54,-0.594,0.48
46,5,62,-0.065,0.51,2.368,0.54
47,5,105,-0.07,0.51,-0.626,0.51
48,5,120,-0.106,0.49,1.37,0.55
49,5,9,-0.115,0.53,0.46,0.5
50,5,69,-0.125,0.48,2.368,0.57
51,5,94,-0.148,0.52,-1.527,0.49
52,5,36,-0.196,0.53,1.542,0.51
53,5,34,-0.199,0.47,-0.577,0.55
54,5,95,-0.2,0.52,2.526,0.53
55,5,113,-0.219,0.55,0.607,0.48
56,5,39,-0.302,0.48,1.549,0.56
57,5,18,-0.317,0.53,-0.334,0.49
58,5,73,-0.362,0.52,0.692,0.51
59,5,27,-0.368,0.52,0.698,0.51
60,5,54,-0.396,0.5,-0.315,0.52
61,5,17,-0.434,0.49,0.703,0.54
62,5,128,-0.473,0.49,-0.257,0.53
63,5,53,-0.502,0.45,-0.308,0.57
64,5,98,-0.56,0.48,-0.188,0.54
65,5,74,-0.585,0.51,0.899,0.52
66,5,26,-0.613,0.49,0.886,0.54
67,5,19,-0.661,0.47,-0.105,0.55
68,5,85,-0.738,0.53,-0.904,0.48
69,5,28,-0.799,0.52,0.137,0.5
70,5,16,-0.808,0.5,0.106,0.52
71,5,2,-0.925,0.51,0.246,0.51
72,5,64,-1.003,0.51,-0.675,0.5
73,5,114,-1.009,0.48,-0.73,0.53
74,5,86,-1.306,0.47,-0.448,0.54
75,5,110,-1.429,0.5,-0.26,0.51
76,5,25,-1.525,0.47,-0.223,0.54
77,5,106,-1.637,0.45,0.85,0.57
78,5,23,-1.923,0.46,0.162,0.55
79,5,40,-2.096,0.49,0.4,0.52
80,5,83,-2.312,0.51,-0.339,0.49
0,6,20,8.429,0.62,2.456,0.52
1,6,94,5.623,0.58,1.238,0.52
2,6,46,5.577,0.55,3.224,0.57
3,6,48,4.283,0.57,-0.416,0.5
4,6,63,3.333,0.54,2.493,0.55
5,6,10,2.551,0.53,-0.73,0.52
6,6,59,1.872,0.52,2.943,0.56
7,6,14,1.867,0.53,-2.031,0.5
8,6,56,1.832,0.61,4.167,0.48
9,6,67,1.81,0.57,-2.891,0.45
10,6,11,1.805,0.53,0.032,0.52
11,6,35,1.748,0.5,-2.972,0.52
12,6,9,1.655,0.55,-1.774,0.48
13,6,36,1.574,0.55,3.308,0.53
14,6,113,1.551,0.57,-1.628,0.46
15,6,17,1.337,0.51,0.469,0.54
16,6,98,1.211,0.5,-0.423,0.54
17,6,29,1.15,0.55,-0.259,0.49
18,6,42,1.052,0.55,-2.159,0.47
19,6,85,1.032,0.55,-0.139,0.49
20,6,51,0.879,0.54,-2.003,0.48
21,6,81,0.864,0.54,-0.988,0.49
22,6,62,0.705,0.52,0.133,0.52
23,6,69,0.645,0.49,2.133,0.57
24,6,108,0.617,0.59,1.366,0.46
25,6,49,0.599,0.52,-0.758,0.51
26,6,50,0.485,0.52,1.358,0.53
27,6,86,0.465,0.49,1.318,0.56
28,6,99,0.463,0.51,2.36,0.55
29,6,128,0.298,0.5,-0.492,0.53
30,6,47,0.264,0.51,2.563,0.55
31,6,44,0.218,0.51,-0.39,0.52
32,6,129,0.218,0.51,-4.39,0.48
33,6,87,0.151,0.51,1.678,0.54
34,6,37,0.144,0.54,0.746,0.5
35,6,71,0.122,0.52,0.728,0.52
36,6,5,0.106,0.53,0.765,0.51
37,6,84,0.071,0.55,-0.158,0.48
38,6,104,0.067,0.52,-0.216,0.51
39,6,28,-0.029,0.53,2.903,0.53
40,6,2,-0.155,0.52,0.011,0.51
41,6,100,-0.174,0.5,-2.01,0.51
42,6,30,-0.187,0.51,1.023,0.53
43,6,64,-0.233,0.52,0.091,0.51
44,6,114,-0.239,0.49,0.036,0.54
45,6,60,-0.272,0.54,-0.829,0.48
46,6,105,-0.3,0.51,0.139,0.52
47,6,120,-0.336,0.49,0.135,0.54
48,6,112,-0.425,0.49,0.226,0.54
49,6,83,-0.542,0.53,-0.574,0.49
50,6,18,-0.546,0.53,0.431,0.5
51,6,27,-0.598,0.52,2.463,0.53
52,6,54,-0.626,0.5,-0.55,0.52
53,6,110,-0.659,0.51,-0.495,0.51
54,6,53,-0.732,0.45,-1.543,0.56
55,6,21,-0.735,0.52,0.603,0.51
56,6,111,-0.743,0.5,1.57,0.54
57,6,119,-0.762,0.51,-1.39,0.5
58,6,22,-0.788,0.55,-2.282,0.45
59,6,45,-0.813,0.5,0.642,0.53
60,6,41,-0.831,0.51,-1.319,0.5
61,6,26,-0.842,0.49,1.651,0.55
62,6,68,-0.878,0.52,-0.251,0.5
63,6,19,-0.891,0.47,-1.34,0.54
64,6,4,-0.939,0.53,-2.168,0.47
65,6,121,-0.949,0.47,1.719,0.57
66,6,16,-1.038,0.5,-0.129,0.52
67,6,23,-1.153,0.47,1.928,0.57
68,6,75,-1.192,0.51,1.049,0.52
69,6,126,-1.195,0.5,0.032,0.52
70,6,96,-1.219,0.5,0.056,0.52
71,6,40,-1.326,0.5,1.165,0.53
72,6,31,-1.37,0.51,-1.769,0.49
73,6,7,-1.386,0.49,0.206,0.53
74,6,34,-1.429,0.46,-1.811,0.54
75,6,32,-1.523,0.51,1.386,0.52
76,6,39,-1.532,0.47,0.314,0.55
77,6,101,-1.623,0.5,-0.532,0.51
78,6,97,-1.676,0.49,-0.498,0.52
79,6,25,-1.755,0.47,1.542,0.56
80,6,1,-1.783,0.51,2.652,0.53
81,6,74,-1.815,0.5,0.664,0.52
82,6,13,-1.96,0.47,0.751,0.55
83,6,93,-1.986,0.48,0.798,0.54
84,6,8,-2.104,0.51,-0.021,0.5
85,6,106,-2.867,0.44,0.615,0.57
86,6,73,-3.592,0.49,0.457,0.51
0,7,98,3.949,0.5,-0.629,0.51
1,7,56,3.57,0.6,-2.039,0.39
2,7,46,3.315,0.5,-0.982,0.5
3,7,10,3.289,0.51,4.064,0.54
4,7,53,3.006,0.46,0.251,0.55
5,7,32,2.215,0.52,-0.819,0.47
6,7,110,2.079,0.51,-0.701,0.48
7,7,63,2.071,0.5,1.287,0.51
8,7,97,2.062,0.5,0.296,0.5
9,7,68,1.86,0.52,0.543,0.48
10,7,93,1.752,0.49,1.592,0.52
11,7,28,1.71,0.52,0.697,0.48
12,7,75,1.546,0.51,0.843,0.49
13,7,60,1.466,0.53,-0.034,0.46
14,7,69,1.384,0.47,0.927,0.53
15,7,94,1.361,0.51,0.032,0.48
16,7,108,1.355,0.57,-0.84,0.41
17,7,36,1.313,0.52,0.102,0.47
18,7,109,1.217,0.49,0.139,0.5
19,7,73,1.146,0.51,-0.749,0.47
20,7,44,0.956,0.49,0.404,0.5
21,7,1,0.955,0.51,2.446,0.5
22,7,37,0.883,0.52,1.541,0.48
23,7,106,0.871,0.45,0.41,0.54
24,7,5,0.844,0.51,-0.44,0.47
25,7,84,0.809,0.53,0.636,0.46
26,7,4,0.799,0.52,-1.374,0.45
27,7,42,0.79,0.52,0.635,0.47
28,7,70,0.675,0.48,-0.329,0.5
29,7,8,0.634,0.51,-0.227,0.47
30,7,81,0.603,0.51,0.806,0.48
31,7,100,0.564,0.48,0.784,0.51
32,7,30,0.551,0.49,-0.183,0.49
33,7,67,0.548,0.53,-1.097,0.44
34,7,11,0.543,0.49,-0.174,0.49
35,7,126,0.543,0.49,0.826,0.5
36,7,96,0.52,0.49,-0.15,0.49
37,7,114,0.499,0.47,-0.17,0.51
38,7,62,0.443,0.49,-0.073,0.49
39,7,120,0.402,0.47,1.929,0.53
40,7,31,0.368,0.5,0.025,0.48
41,7,12,0.343,0.46,3.968,0.56
42,7,49,0.337,0.49,-1.964,0.47
43,7,95,0.309,0.5,-0.915,0.47
44,7,113,0.289,0.53,0.167,0.45
45,7,50,0.224,0.49,-0.848,0.48
46,7,39,0.206,0.46,0.108,0.52
47,7,27,0.14,0.5,-0.742,0.47
48,7,54,0.113,0.48,0.245,0.5
49,7,21,0.003,0.5,0.397,0.48
50,7,47,0.002,0.48,-2.643,0.47
51,7,111,-0.004,0.48,0.364,0.5
52,7,129,-0.043,0.48,0.404,0.5
53,7,22,-0.05,0.53,-1.487,0.43
54,7,74,-0.077,0.49,-0.542,0.48
55,7,26,-0.104,0.47,-0.555,0.5
56,7,104,-0.194,0.49,1.578,0.5
57,7,85,-0.23,0.51,0.656,0.47
58,7,14,-0.395,0.48,0.763,0.5
59,7,23,-0.415,0.45,-0.278,0.52
60,7,35,-0.514,0.45,-1.177,0.51
61,7,9,-0.607,0.5,1.02,0.48
62,7,34,-0.691,0.44,-0.017,0.53
63,7,99,-0.799,0.47,0.155,0.5
64,7,18,-0.808,0.5,-0.775,0.46
65,7,20,-0.832,0.5,1.25,0.48
66,7,101,-0.885,0.48,0.263,0.49
67,7,17,-0.925,0.46,1.263,0.52
68,7,48,-0.979,0.49,-1.621,0.46
69,7,25,-1.017,0.45,-0.664,0.51
70,7,119,-1.024,0.48,0.404,0.49
71,7,41,-1.093,0.48,0.475,0.49
72,7,87,-1.11,0.47,-0.528,0.49
73,7,71,-1.14,0.48,0.522,0.49
74,7,19,-1.153,0.44,-0.545,0.52
75,7,13,-1.222,0.45,-1.455,0.5
76,7,16,-1.3,0.47,0.665,0.5
77,7,51,-1.383,0.49,-1.209,0.46
78,7,6,-1.386,0.49,0.794,0.48
79,7,2,-1.417,0.48,-0.195,0.48
80,7,64,-1.495,0.48,-1.115,0.47
81,7,105,-1.562,0.47,-0.067,0.49
82,7,40,-1.588,0.47,-0.04,0.49
83,7,86,-1.797,0.44,0.112,0.52
84,7,83,-1.804,0.49,0.221,0.47
85,7,128,-1.964,0.45,-0.697,0.5
86,7,45,-2.075,0.46,0.436,0.5
87,7,29,-2.112,0.49,0.535,0.47
88,7,121,-2.21,0.43,-0.487,0.52
0,8,97,2.344,0.53,0.523,0.53
1,8,100,1.846,0.52,0.01,0.53
2,8,120,1.684,0.51,1.156,0.55
3,8,31,1.65,0.54,1.251,0.52
4,8,108,1.637,0.6,4.387,0.49
5,8,49,1.619,0.53,0.263,0.52
6,8,73,1.428,0.54,0.478,0.51
7,8,129,1.239,0.52,-0.37,0.52
8,8,22,1.232,0.57,0.739,0.48
9,8,106,1.153,0.48,0.636,0.57
10,8,71,1.142,0.53,-0.251,0.51
11,8,19,1.129,0.49,0.681,0.56
12,8,5,1.126,0.54,0.786,0.51
13,8,84,1.091,0.56,0.863,0.49
14,8,104,1.088,0.53,-1.195,0.5
15,8,85,1.052,0.55,0.882,0.5
16,8,16,0.982,0.52,0.892,0.53
17,8,51,0.899,0.54,1.018,0.51
18,8,23,0.867,0.49,1.948,0.57
19,8,11,0.825,0.52,0.053,0.52
20,8,96,0.802,0.52,1.076,0.53
21,8,64,0.787,0.53,1.112,0.52
22,8,62,0.726,0.52,1.154,0.53
23,8,7,0.634,0.51,0.227,0.53
24,8,34,0.591,0.48,1.209,0.57
25,8,39,0.488,0.49,0.335,0.55
26,8,86,0.485,0.49,0.338,0.55
27,8,27,0.422,0.53,-1.516,0.49
28,8,101,0.397,0.52,-1.511,0.5
